RU088663268=				
RU085533428=				
RU080513143=				
RU092133150=	Ba2	5/20/2013	MDL	
RU027177255=	A-	5/28/2013	SPI	
RU027177255=	Baa1	4/23/2013	MIS	
RU027177255=	Baa1	4/23/2013	MDL	
RU027177255=	WD	8/23/2007	FIS	
RU027177255=	A+	4/9/2009	FDL	
RU065508508=				
RU051372387=	Ba2	5/20/2013	MDL	
RU055783799=				
RU023846845=	Ba3	6/24/2013	MDL	
RU080863284=	Baa3	2/5/2013	MDL	
RU078393432=	Baa3	2/5/2013	MDL	
RU050383962=				
RU077612106=				
RU094073022=				
RU092311023=				
RU092347281=	Ba3	4/22/2013	MDL	
RU092347281=	BB-	4/17/2013	FDL	
RU092213471=				
RU058843679=	Baa3	12/12/2012	MDL	
RU088587332=	Baa3	12/12/2012	MDL	
RU058843326=	Baa3	12/12/2012	MDL	
RU086438372=	Baa3	12/12/2012	MDL	
RU030510585=				
RU035912789=				
RU088824512=	Baa3	2/14/2013	MDL	
RU092230171=	BB+	5/14/2013	SPI	
RU092230171=	BBB-	4/11/2013	FDL	
RU055712859=				
CW104221548=				
RU046985605=				
RU052465885=				
RU077598421=				
RU085167243=				
RU077283528=	B2	12/27/2013	MDL	
RU049408552=				
RU049408609=				
RU061678450=	B3	6/6/2013	MDL	
RU093834178=				
RU086979292=				
IE099629754=				
RU099629754=				
VG094474248=				
RU043356810=				
RU088111923=				
RU060563705=				
RU074811400=				
RU030099877=				
RU079642622=				
RU088473434=				
RU036663090=				
LU095523285=				
RU095523285=				
RU063288799=				
RU097989192=				
RU086198037=	Baa1	12/17/2013	MDL	
RU086198118=	Baa1	12/17/2013	MDL	
RU055307261=				
RU088663128=				
RU095332331=				
RU023809150=				
RU027572855=				
RU080264895=				
RU084167738=				
RU049924518=	Baa1	2/6/2014	MDL	
RU088572718=	Baa1	2/6/2014	MDL	
RU076425345=	Baa1	2/6/2014	MDL	
RU088572700=	Baa1	2/6/2014	MDL	
RU091958198=	Baa1	2/6/2014	MDL	
RU076422001=	Baa1	2/6/2014	MDL	
RU060901791=	Baa1	2/6/2014	MDL	
RU104181511=	Baa1	2/6/2014	MDL	
RU025440528=				
RU033738412=				
RU103275016=	Baa1	12/12/2013	MDL	
RU093531124=	Baa1	12/12/2013	MDL	
RU052443571=	Baa1	12/12/2013	MDL	
RU074932541=	Baa1	12/12/2013	MDL	
RU088256182=	Baa1	12/12/2013	MDL	
RU074238041=	Baa1	12/12/2013	MDL	
RU054395671=	Baa1	12/12/2013	MDL	
RU089742757=	Baa1	12/12/2013	MDL	
RU079935735=	Baa1	12/12/2013	MDL	
RU063857297=	Baa1	12/12/2013	MDL	
RU074359604=	Baa1	12/12/2013	MDL	
RU084853097=	Baa1	12/12/2013	MDL	
RU097321949=				
RU064840258=	Ba1	8/26/2013	MDL	
RU055131538=	Ba1	8/26/2013	MDL	
RU084167100=	Ba1	8/26/2013	MDL	
RU087885577=	Ba1	1/30/2013	MDL	
RU022578596=	Baa3	11/26/2013	MDL	
RU078324287=				
RU078397292=				
RU055267987=	Ba3	1/24/2013	MDL	
RU089996970=	Ba1	8/26/2013	MDL	
RU105969732=				
RU083019123=				
RU080863691=				
RU058521159=	B1	4/5/2013	MDL	
RU091159970=	B1	4/5/2013	MDL	
RU048420877=	Baa1	12/17/2013	MDL	
RU026190673=	Baa1	12/17/2013	MDL	
RU029253030=	Baa1	12/17/2013	MDL	
RU032496393=	Baa1	12/17/2013	MDL	
RU048420915=	Baa1	12/17/2013	MDL	
RU031136997=				
RU038143930=	Baa1	9/13/2013	MDL	
RU094866677=				
RU092288331=	Baa3	4/25/2013	MDL	
RU100327376=	Ba3	11/26/2013	MDL	
RU071900975=				
RU055980012=				
RU089320518=				
RU052461081=				
RU080081707=				
RU089321239=				
RU055991596=				
RU099316217=				
RU099316268=				
RU063095087=				
RU058703095=	Ba3	3/21/2011	MDL	
RU025386183=				
RU064317644=	Ba3	2/12/2013	MDL	
RU088940202=	Ba3	2/12/2013	MDL	
RU036104180=	Ba3	3/21/2011	MDL	
RU088940105=	Ba3	2/12/2013	MDL	
RU058703109=	Ba3	3/21/2011	MDL	
RU064318322=	Ba3	2/12/2013	MDL	
RU088940172=	Ba3	2/12/2013	MDL	
RU030828780=				
RU099327995=				
LU093758439=	Baa2	7/5/2013	MDL	
RU063355739=	Baa2	7/5/2013	MDL	
RU061647864=	BBB-	4/28/2014	SPI	
RU061647864=	Baa3	2/24/2009	MDL	
RU061647864=	WD	7/27/2006	FIS	
RU061647864=	WD	1/10/2014	FDL	
RU061421319=	BBB-	4/28/2014	SPI	
RU061421319=	Baa3	2/24/2009	MDL	
RU061421319=	WD	7/27/2006	FIS	
RU061421319=	WD	1/10/2014	FDL	
RU081973938=	Baa2	7/5/2013	MDL	
RU083785004=	Baa2	7/5/2013	MDL	
RU020221810=	Baa2	7/5/2013	MDL	
RU049199813=	Baa2	7/5/2013	MDL	
RU080734069=	Baa2	7/5/2013	MDL	
RU023068311=				
RU084744131=	Baa2	7/5/2013	MDL	
RU069962971=	Baa2	7/5/2013	MDL	
RU024410528=	Baa2	7/5/2013	MDL	
RU062030844=	BBB-	4/28/2014	SPI	
RU062030844=	Baa3	2/24/2009	MDL	
RU062030844=	WD	7/27/2006	FIS	
RU062030844=	WD	1/10/2014	FDL	
RU082538330=	Baa2	7/5/2013	MDL	
RU077250948=	Baa2	7/5/2013	MDL	
RU086356929=	Baa2	7/5/2013	MDL	
RU059279459=	Baa2	7/5/2013	MDL	
RU036592397=	Baa2	7/5/2013	MDL	
RU054863365=	Baa2	7/5/2013	MDL	
RU084207853=	Baa2	7/5/2013	MDL	
RU022371592=	Baa2	7/5/2013	MDL	
RU081059683=				
IT047367115=	Caa1	12/13/2011	MDL	
LU043836226=	B3	4/18/2013	MDL	
IT056306587=	B3	4/18/2013	MDL	
BM092346536=	B3	4/18/2013	MDL	
/RU25068RMFS=MM	BBB-	4/25/2014	SPI	
/RU25068RMFS=MM	Baa1	3/27/2013	MIS	
/RU25068RMFS=MM	Baa1	3/27/2013	MDL	
/RU25068RMFS=MM	WD	7/25/2006	FIS	
/RU25068RMFS=MM	BBB	2/4/2009	FDL	
/RU25071RMFS=MM	BBB-	4/25/2014	SPI	
/RU25071RMFS=MM	Baa1	3/27/2013	MIS	
/RU25071RMFS=MM	Baa1	3/27/2013	MDL	
/RU25071RMFS=MM	WD	7/25/2006	FIS	
/RU25071RMFS=MM	BBB	2/4/2009	FDL	
/RU25075RMFS=MM	BBB-	4/25/2014	SPI	
/RU25075RMFS=MM	Baa1	3/27/2013	MIS	
/RU25075RMFS=MM	Baa1	3/27/2013	MDL	
/RU25075RMFS=MM	WD	7/25/2006	FIS	
/RU25075RMFS=MM	BBB	2/4/2009	FDL	
/RU25077RMFS=MM	BBB-	4/25/2014	SPI	
/RU25077RMFS=MM	Baa1	3/27/2013	MIS	
/RU25077RMFS=MM	Baa1	3/27/2013	MDL	
/RU25077RMFS=MM	WD	7/25/2006	FIS	
/RU25077RMFS=MM	BBB	2/4/2009	FDL	
/RU25079RMFS=MM	BBB-	4/25/2014	SPI	
/RU25079RMFS=MM	Baa1	3/27/2013	MIS	
/RU25079RMFS=MM	Baa1	3/27/2013	MDL	
/RU25079RMFS=MM	WD	7/25/2006	FIS	
/RU25079RMFS=MM	BBB	2/4/2009	FDL	
/RU25080RMFS=MM	BBB-	4/25/2014	SPI	
/RU25080RMFS=MM	Baa1	3/27/2013	MIS	
/RU25080RMFS=MM	Baa1	3/27/2013	MDL	
/RU25080RMFS=MM	WD	7/25/2006	FIS	
/RU25080RMFS=MM	BBB	2/4/2009	FDL	
/RU25081RMFS=MM	BBB-	4/25/2014	SPI	
/RU25081RMFS=MM	Baa1	3/27/2013	MIS	
/RU25081RMFS=MM	Baa1	3/27/2013	MDL	
/RU25081RMFS=MM	WD	7/25/2006	FIS	
/RU25081RMFS=MM	BBB	2/4/2009	FDL	
/RU25082RMFS=MM	BBB-	4/25/2014	SPI	
/RU25082RMFS=MM	Baa1	3/27/2013	MIS	
/RU25082RMFS=MM	Baa1	3/27/2013	MDL	
/RU25082RMFS=MM	WD	7/25/2006	FIS	
/RU25082RMFS=MM	BBB	2/4/2009	FDL	
/RU26202RMFS=MM	BBB-	4/25/2014	SPI	
/RU26202RMFS=MM	Baa1	3/27/2013	MIS	
/RU26202RMFS=MM	Baa1	3/27/2013	MDL	
/RU26202RMFS=MM	WD	7/25/2006	FIS	
/RU26202RMFS=MM	BBB	2/4/2009	FDL	
/RU26203RMFS=MM	BBB-	4/25/2014	SPI	
/RU26203RMFS=MM	Baa1	3/27/2013	MIS	
/RU26203RMFS=MM	Baa1	3/27/2013	MDL	
/RU26203RMFS=MM	WD	7/25/2006	FIS	
/RU26203RMFS=MM	BBB	2/4/2009	FDL	
/RU26204RMFS=MM	BBB-	4/25/2014	SPI	
/RU26204RMFS=MM	Baa1	3/27/2013	MIS	
/RU26204RMFS=MM	Baa1	3/27/2013	MDL	
/RU26204RMFS=MM	WD	7/25/2006	FIS	
/RU26204RMFS=MM	BBB	2/4/2009	FDL	
/RU26205RMFS=MM	BBB-	4/25/2014	SPI	
/RU26205RMFS=MM	Baa1	3/27/2013	MIS	
/RU26205RMFS=MM	Baa1	3/27/2013	MDL	
/RU26205RMFS=MM	WD	7/25/2006	FIS	
/RU26205RMFS=MM	BBB	2/4/2009	FDL	
/RU26206RMFS=MM	BBB-	4/25/2014	SPI	
/RU26206RMFS=MM	Baa1	3/27/2013	MIS	
/RU26206RMFS=MM	Baa1	3/27/2013	MDL	
/RU26206RMFS=MM	WD	7/25/2006	FIS	
/RU26206RMFS=MM	BBB	2/4/2009	FDL	
/RU26207RMFS=MM	BBB-	4/25/2014	SPI	
/RU26207RMFS=MM	Baa1	3/27/2013	MIS	
/RU26207RMFS=MM	Baa1	3/27/2013	MDL	
/RU26207RMFS=MM	WD	7/25/2006	FIS	
/RU26207RMFS=MM	BBB	2/4/2009	FDL	
/RU26208RMFS=MM	BBB-	4/25/2014	SPI	
/RU26208RMFS=MM	Baa1	3/27/2013	MIS	
/RU26208RMFS=MM	Baa1	3/27/2013	MDL	
/RU26208RMFS=MM	WD	7/25/2006	FIS	
/RU26208RMFS=MM	BBB	2/4/2009	FDL	
/RU26209RMFS=MM	BBB-	4/25/2014	SPI	
/RU26209RMFS=MM	Baa1	3/27/2013	MIS	
/RU26209RMFS=MM	Baa1	3/27/2013	MDL	
/RU26209RMFS=MM	WD	7/25/2006	FIS	
/RU26209RMFS=MM	BBB	2/4/2009	FDL	
/RU26210RMFS=MM	BBB-	4/25/2014	SPI	
/RU26210RMFS=MM	Baa1	3/27/2013	MIS	
/RU26210RMFS=MM	Baa1	3/27/2013	MDL	
/RU26210RMFS=MM	WD	7/25/2006	FIS	
/RU26210RMFS=MM	BBB	2/4/2009	FDL	
/RU26211RMFS=MM	BBB-	4/25/2014	SPI	
/RU26211RMFS=MM	Baa1	3/27/2013	MIS	
/RU26211RMFS=MM	Baa1	3/27/2013	MDL	
/RU26211RMFS=MM	WD	7/25/2006	FIS	
/RU26211RMFS=MM	BBB	2/4/2009	FDL	
/RU26212RMFS=MM	BBB-	4/25/2014	SPI	
/RU26212RMFS=MM	Baa1	3/27/2013	MIS	
/RU26212RMFS=MM	Baa1	3/27/2013	MDL	
/RU26212RMFS=MM	WD	7/25/2006	FIS	
/RU26212RMFS=MM	BBB	2/4/2009	FDL	
/RU26214RMFS=MM	BBB-	4/25/2014	SPI	
/RU26214RMFS=MM	Baa1	3/27/2013	MIS	
/RU26214RMFS=MM	Baa1	3/27/2013	MDL	
/RU26214RMFS=MM	WD	7/25/2006	FIS	
/RU26214RMFS=MM	BBB	2/4/2009	FDL	
/RU26215RMFS=MM	BBB-	4/25/2014	SPI	
/RU26215RMFS=MM	Baa1	3/27/2013	MIS	
/RU26215RMFS=MM	Baa1	3/27/2013	MDL	
/RU26215RMFS=MM	WD	7/25/2006	FIS	
/RU26215RMFS=MM	BBB	2/4/2009	FDL	
/RU26216RMFS=MM	BBB-	4/25/2014	SPI	
/RU26216RMFS=MM	Baa1	3/27/2013	MIS	
/RU26216RMFS=MM	Baa1	3/27/2013	MDL	
/RU26216RMFS=MM	WD	7/25/2006	FIS	
/RU26216RMFS=MM	BBB	2/4/2009	FDL	
/RU46005RMFS=MM	BBB-	4/25/2014	SPI	
/RU46005RMFS=MM	Baa1	3/27/2013	MIS	
/RU46005RMFS=MM	Baa1	3/27/2013	MDL	
/RU46005RMFS=MM	WD	7/25/2006	FIS	
/RU46005RMFS=MM	BBB	2/4/2009	FDL	
/RU46007RMFS=MM	BBB-	4/25/2014	SPI	
/RU46007RMFS=MM	Baa1	3/27/2013	MIS	
/RU46007RMFS=MM	Baa1	3/27/2013	MDL	
/RU46007RMFS=MM	WD	7/25/2006	FIS	
/RU46007RMFS=MM	BBB	2/4/2009	FDL	
/RU46008RMFS=MM	BBB-	4/25/2014	SPI	
/RU46008RMFS=MM	Baa1	3/27/2013	MIS	
/RU46008RMFS=MM	Baa1	3/27/2013	MDL	
/RU46008RMFS=MM	WD	7/25/2006	FIS	
/RU46008RMFS=MM	BBB	2/4/2009	FDL	
/RU46009RMFS=MM	BBB-	4/25/2014	SPI	
/RU46009RMFS=MM	Baa1	3/27/2013	MIS	
/RU46009RMFS=MM	Baa1	3/27/2013	MDL	
/RU46009RMFS=MM	WD	7/25/2006	FIS	
/RU46009RMFS=MM	BBB	2/4/2009	FDL	
/RU46010RMFS=MM	BBB-	4/25/2014	SPI	
/RU46010RMFS=MM	Baa1	3/27/2013	MIS	
/RU46010RMFS=MM	Baa1	3/27/2013	MDL	
/RU46010RMFS=MM	WD	7/25/2006	FIS	
/RU46010RMFS=MM	BBB	2/4/2009	FDL	
/RU46011RMFS=MM	BBB-	4/25/2014	SPI	
/RU46011RMFS=MM	Baa1	3/27/2013	MIS	
/RU46011RMFS=MM	Baa1	3/27/2013	MDL	
/RU46011RMFS=MM	WD	7/25/2006	FIS	
/RU46011RMFS=MM	BBB	2/4/2009	FDL	
/RU46012RMFS=MM	BBB-	4/25/2014	SPI	
/RU46012RMFS=MM	Baa1	3/27/2013	MIS	
/RU46012RMFS=MM	Baa1	3/27/2013	MDL	
/RU46012RMFS=MM	WD	7/25/2006	FIS	
/RU46012RMFS=MM	BBB	2/4/2009	FDL	
/RU46014RMFS=MM	BBB-	4/25/2014	SPI	
/RU46014RMFS=MM	Baa1	3/27/2013	MIS	
/RU46014RMFS=MM	Baa1	3/27/2013	MDL	
/RU46014RMFS=MM	WD	7/25/2006	FIS	
/RU46014RMFS=MM	BBB	2/4/2009	FDL	
/RU46017RMFS=MM	BBB-	4/25/2014	SPI	
/RU46017RMFS=MM	Baa1	3/27/2013	MIS	
/RU46017RMFS=MM	Baa1	3/27/2013	MDL	
/RU46017RMFS=MM	WD	7/25/2006	FIS	
/RU46017RMFS=MM	BBB	2/4/2009	FDL	
/RU46018RMFS=MM	BBB-	4/25/2014	SPI	
/RU46018RMFS=MM	Baa1	3/27/2013	MIS	
/RU46018RMFS=MM	Baa1	3/27/2013	MDL	
/RU46018RMFS=MM	WD	7/25/2006	FIS	
/RU46018RMFS=MM	BBB	2/4/2009	FDL	
/RU46019RMFS=MM	BBB-	4/25/2014	SPI	
/RU46019RMFS=MM	Baa1	3/27/2013	MIS	
/RU46019RMFS=MM	Baa1	3/27/2013	MDL	
/RU46019RMFS=MM	WD	7/25/2006	FIS	
/RU46019RMFS=MM	BBB	2/4/2009	FDL	
/RU46020RMFS=MM	BBB-	4/25/2014	SPI	
/RU46020RMFS=MM	Baa1	3/27/2013	MIS	
/RU46020RMFS=MM	Baa1	3/27/2013	MDL	
/RU46020RMFS=MM	WD	7/25/2006	FIS	
/RU46020RMFS=MM	BBB	2/4/2009	FDL	
/RU46021RMFS=MM	BBB-	4/25/2014	SPI	
/RU46021RMFS=MM	Baa1	3/27/2013	MIS	
/RU46021RMFS=MM	Baa1	3/27/2013	MDL	
/RU46021RMFS=MM	WD	7/25/2006	FIS	
/RU46021RMFS=MM	BBB	2/4/2009	FDL	
/RU46022RMFS=MM	BBB-	4/25/2014	SPI	
/RU46022RMFS=MM	Baa1	3/27/2013	MIS	
/RU46022RMFS=MM	Baa1	3/27/2013	MDL	
/RU46022RMFS=MM	WD	7/25/2006	FIS	
/RU46022RMFS=MM	BBB	2/4/2009	FDL	
/RU46023RMFS=MM	BBB-	4/25/2014	SPI	
/RU46023RMFS=MM	Baa1	3/27/2013	MIS	
/RU46023RMFS=MM	Baa1	3/27/2013	MDL	
/RU46023RMFS=MM	WD	7/25/2006	FIS	
/RU46023RMFS=MM	BBB	2/4/2009	FDL	
/RU48001RMFS=MM	BBB-	4/25/2014	SPI	
/RU48001RMFS=MM	Baa1	3/27/2013	MIS	
/RU48001RMFS=MM	Baa1	3/27/2013	MDL	
/RU48001RMFS=MM	WD	7/25/2006	FIS	
/RU48001RMFS=MM	BBB	2/4/2009	FDL	
/RU000A0JQGW2=MM				
/RU000A0JQ9U9=MM	BB	8/28/2008	SPI	
/RU000A0JQ9U9=MM	Ba3	5/30/2013	MDL	
/RU000A0JQ9U9=MM	WD	7/19/2007	FIS	
/RU000A0JQ9U9=MM	BB-	7/19/2007	FDL	
/RU000A0JQL30=MM	BB	8/28/2008	SPI	
/RU000A0JQL30=MM	Ba3	5/30/2013	MDL	
/RU000A0JQL30=MM	WD	7/19/2007	FIS	
/RU000A0JQL30=MM	BB-	7/19/2007	FDL	
/RU000A0JRBU5=MM	BB	8/28/2008	SPI	
/RU000A0JRBU5=MM	Ba3	5/30/2013	MDL	
/RU000A0JRBU5=MM	WD	7/19/2007	FIS	
/RU000A0JRBU5=MM	BB-	7/19/2007	FDL	
/RU000A0JR5F7=MM	BBB-	4/28/2014	SPI	
/RU000A0JR5F7=MM	Baa1	4/2/2013	MIS	
/RU000A0JR5F7=MM	Baa1	4/2/2013	MDL	
/RU000A0JU3G5=MM				
/RU000A0JS1A6=MM				
/RU000A0JTCV7=MM				
/RU000A0JUBT1=MM				
/RU000A0JPJE6=MM	BBB-	4/28/2014	SPI	
/RU000A0JPJE6=MM	Baa1	4/2/2013	MIS	
/RU000A0JPJE6=MM	Baa1	4/2/2013	MDL	
/RU000A0JPLU8=MM	BBB-	4/28/2014	SPI	
/RU000A0JPLU8=MM	Baa1	4/2/2013	MIS	
/RU000A0JPLU8=MM	Baa1	4/2/2013	MDL	
/RU000A0JQAG8=MM	BBB-	4/28/2014	SPI	
/RU000A0JQAG8=MM	Baa1	4/2/2013	MIS	
/RU000A0JQAG8=MM	Baa1	4/2/2013	MDL	
/RU000A0JQAL8=MM	BBB-	4/28/2014	SPI	
/RU000A0JQAL8=MM	Baa1	4/2/2013	MIS	
/RU000A0JQAL8=MM	Baa1	4/2/2013	MDL	
/RU000A0JQAM6=MM	BBB-	4/28/2014	SPI	
/RU000A0JQAM6=MM	Baa1	4/2/2013	MIS	
/RU000A0JQAM6=MM	Baa1	4/2/2013	MDL	
/RU000A0JQXG0=MM	BBB-	4/28/2014	SPI	
/RU000A0JQXG0=MM	Baa1	4/2/2013	MIS	
/RU000A0JQXG0=MM	Baa1	4/2/2013	MDL	
/RU000A0JRDY3=MM	BBB-	4/28/2014	SPI	
/RU000A0JRDY3=MM	Baa1	4/2/2013	MIS	
/RU000A0JRDY3=MM	Baa1	4/2/2013	MDL	
/RU000A0JRF37=MM	BBB-	4/28/2014	SPI	
/RU000A0JRF37=MM	Baa1	4/2/2013	MIS	
/RU000A0JRF37=MM	Baa1	4/2/2013	MDL	
/RU000A0JU3J9=MM				
/RU000A0JS1B4=MM				
/RU000A0JTD52=MM				
/RU000A0JUC19=MM				
/RU000A0JR6S8=MM	BBB-	4/28/2014	SPI	
/RU000A0JR6S8=MM	Baa1	4/2/2013	MIS	
/RU000A0JR6S8=MM	Baa1	4/2/2013	MDL	
/RU000A0JS488=MM	BBB-	4/28/2014	SPI	
/RU000A0JS488=MM	Baa1	4/2/2013	MIS	
/RU000A0JS488=MM	Baa1	4/2/2013	MDL	
/RU000A0JS5S9=MM	BBB-	4/28/2014	SPI	
/RU000A0JS5S9=MM	Baa1	4/2/2013	MIS	
/RU000A0JS5S9=MM	Baa1	4/2/2013	MDL	
/RU000A0JRYW3=MM	BBB-	4/28/2014	SPI	
/RU000A0JRYW3=MM	Baa1	4/2/2013	MIS	
/RU000A0JRYW3=MM	Baa1	4/2/2013	MDL	
/RU000A0JTDX1=MM	BBB-	4/28/2014	SPI	
/RU000A0JTDX1=MM	Baa1	4/2/2013	MIS	
/RU000A0JTDX1=MM	Baa1	4/2/2013	MDL	
/RU000A0JTW83=MM	BBB-	4/28/2014	SPI	
/RU000A0JTW83=MM	Baa1	4/2/2013	MIS	
/RU000A0JTW83=MM	Baa1	4/2/2013	MDL	
/RU000A0JTZF1=MM	BBB-	4/28/2014	SPI	
/RU000A0JTZF1=MM	Baa1	4/2/2013	MIS	
/RU000A0JTZF1=MM	Baa1	4/2/2013	MDL	
/RU000A0JTYR9=MM	BBB-	4/28/2014	SPI	
/RU000A0JTYR9=MM	Baa1	4/2/2013	MIS	
/RU000A0JTYR9=MM	Baa1	4/2/2013	MDL	
/RU000A0JUKX4=MM	BBB-	4/28/2014	SPI	
/RU000A0JUKX4=MM	Baa1	4/2/2013	MIS	
/RU000A0JUKX4=MM	Baa1	4/2/2013	MDL	
/RU000A0GKNF2=MM	BBB-	4/28/2014	SPI	
/RU000A0GKNF2=MM	Baa1	4/2/2013	MIS	
/RU000A0GKNF2=MM	Baa1	4/2/2013	MDL	
/RU000A0JNPJ7=MM	BBB-	4/28/2014	SPI	
/RU000A0JNPJ7=MM	Baa1	4/2/2013	MIS	
/RU000A0JNPJ7=MM	Baa1	4/2/2013	MDL	
/RU000A0JNPK5=MM	BBB-	4/28/2014	SPI	
/RU000A0JNPK5=MM	Baa1	4/2/2013	MIS	
/RU000A0JNPK5=MM	Baa1	4/2/2013	MDL	
/RU000A0JP1V5=MM	BBB-	4/28/2014	SPI	
/RU000A0JP1V5=MM	Baa1	4/2/2013	MIS	
/RU000A0JP1V5=MM	Baa1	4/2/2013	MDL	
/RU000A0JU5T3=MM	BBB-	4/28/2014	SPI	
/RU000A0JU5T3=MM	Baa1	4/2/2013	MIS	
/RU000A0JU5T3=MM	Baa1	4/2/2013	MDL	
/RU000A0JP8D8=MM				
/RU000A0JPN21=MM				
/RU000A0JPN39=MM				
/RU000A0JQ276=MM				
/RU000A0JQY35=MM	Unable to collect data for the field 'EJV.IR.Rating' and some specific identifier(s).	Unable to collect data for the field 'EJV.IR.RatingDate' and some specific identifier(s).	Unable to collect data for the field 'EJV.IR.RatingSourceCode' and some specific identifier(s).	
/RU000A0JRMW8=MM				
/RU000A0JSGW8=MM				
/RU000A0JSKJ7=MM				
/RU000A0JT692=MM	B1	12/10/2013	MDL	
/RU000A0JT692=MM	WD	2/5/2007	FIS	
/RU000A0JT692=MM	BB-	6/7/2012	FDL	
