RU092504310=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:03MAY2013 DMC:F EMC:S FRCD:04NOV2013 FRQ:2 ISSUE:03MAY2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	ALLZF  7.000 05/04/20	500000000	ALLIANCE OIL CO LTD	NK AL'YANS OAO	7	5/3/2013	5/4/2020	USD	Alliance Oil Co	N	N	N	N	Y	ALLZF		RU	RU	XS0925043100	ALLZF	Senior Unsecured	Oil and Gas	Oil and Gas	Note
RU020582847=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:16NOV2004 DMC:F EMC:S FRCD:17MAY2005 FRQ:2 ISSUE:16NOV2004 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	ALRSX  8.875 11/17/14	300000000	ALROSA FINANCE SA	AK ALROSA OAO	8.875	11/16/2004	11/17/2014	USD	Alrosa Fin	N	N	N	N	Y	ALRSX		RU	LU	XS0205828477	ALRSX	Senior Unsecured	Finance	Finance	Note
RU055549320=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:03NOV2010 DMC:F EMC:S FRCD:03MAY2011 FRQ:2 ISSUE:03NOV2010 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	ALRSX  7.750 11/03/20	1000000000	ALROSA FINANCE SA	AK ALROSA OAO	7.75	11/3/2010	11/3/2020	USD	Alrosa Fin	N	N	N	N	Y	ALRSX		RU	LU	XS0555493203	ALRSX	Senior Unsecured	Finance	Finance	Note
RU031257298=	ACC:00 CALL:25JUL2012:1 CFADJ:NO CLDR:EMU_FI DATED:25JUL2007 DMC:F EMC:S FRCD:25JAN2008 FRQ:2 ISSUE:25JUL2007 NOTC:25 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD STEP:01AUG2007:0.105 STEP:01AUG2012:0.0763 XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BSPBF  7.630 07/25/17 '14 MTN	100000000	BSPB FINANCE PLC	BANK SANKT-PETERBURG OAO	7.63	7/25/2007	7/25/2017	USD	BSPB Finance	Y	N	N	N	N	BSPBF	1	RU	IE	XS0312572984	BSPBF	Senior Unsecured	Finance	Finance	Loan Participation Note
RU049409575=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:11MAR2010 DMC:F EMC:S FRCD:11SEP2010 FRQ:2 ISSUE:11MAR2010 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BOMCP  6.699 03/11/15 MTN	750000000	BOM CAPITAL PLC	AKB BANK MOSKVY OAO	6.699	3/11/2010	3/11/2015	USD	Bom Capital	N	N	N	N	Y	BOMCP	1	RU	IE	XS0494095754	BKMOS	Senior Unsecured	Finance	Finance	Loan Participation Note
RU023633604=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:25NOV2005 DMC:F EMC:S FRCD:25MAY2006 FRQ:2 ISSUE:25NOV2005 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD STEP:02DEC2005:0.075 STEP:02DEC2010:0.05967 XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	MMBMX  5.967 11/25/15	300000000	KUZNETSKI CAPITAL SA	AKB BANK MOSKVY OAO	5.967	11/25/2005	11/25/2015	USD	Kuznetski Capitl	N	N	N	N	N	MMBMX		RU	LU	XS0236336045	MSCOW	Subordinated Unsecured	Finance	Finance	Loan Participation Note
RU029918325=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:10MAY2007 DMC:F EMC:S FRCD:10NOV2007 FRQ:2 ISSUE:10MAY2007 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD STEP:17MAY2007:0.06807 STEP:17MAY2012:0.0602 XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	MMBMX  6.020 05/10/17	400000000	KUZNETSKI CAPITAL SA	AKB BANK MOSKVY OAO	6.02	5/10/2007	5/10/2017	USD	Kuznetski Capitl	N	N	N	N	N	MMBMX		RU	LU	XS0299183250	MSCOW	Senior Unsecured	Finance	Finance	Loan Participation Note
RU094474183=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:18JUN2013 DMC:F EMC:S FRCD:18DEC2013 FRQ:2 ISSUE:18JUN2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BKMFN  9.150 06/18/23	200000000	BKM FINANCE LTD	KHANTY-MANSIYSKIY BANK OAO	9.15	6/18/2013	6/18/2023	USD	BKM Finance	N	N	N	N	Y	BKMFN		RU	IE	XS0944741833	BKMFN	Subordinated Unsecured	Finance	Finance	Loan Participation Note
VG097446920=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:26SEP2013 DMC:F EMC:S FRCD:26MAR2014 FRQ:2 ISSUE:26SEP2013 NOTIONAL:1 PX:C PXRND:1E-6:NEAR REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BORET  7.625 09/26/18	420000000	BORETS FINANCE LTD	PROIZVODSTVENNAYA KOMPANIYA BORETS OOO	7.625	9/26/2013	9/26/2018	USD	Borets Finance	N	N	N	N	Y	BORET		RU	IE	XS0974469206	BORET	Unsecured	Finance	Finance	Note
RU085039326=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:01NOV2012 DMC:F EMC:S FRCD:01MAY2013 FRQ:2 ISSUE:01NOV2012 NOTIONAL:1 PX:C PXRND:1E-6:NEAR REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BRNWK  6.500 11/01/17	600000000	BRUNSWICK RAIL FINANCE LTD	BRUNSWICK RAIL LEASING OOO	6.5	11/1/2012	11/1/2017	USD	Brunwik Rail Fin	N	N	N	N	Y	BRNWK		RU	IE	XS0850393264	BRNWK	Senior Unsecured	Finance	Finance	Note
RU084816345=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:24OCT2012 DMC:F EMC:S FRCD:24APR2013 FRQ:2 ISSUE:24OCT2012 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BSPBF 11.000 10/24/18 MTN	101000000	BSPB FINANCE PLC	BANK SANKT-PETERBURG OAO	11	10/24/2012	10/24/2018	USD	BSPB Finance	N	N	N	N	Y	BSPBF	3	RU	IE	XS0848163456	BSPBF	Subordinated Unsecured	Finance	Finance	Loan Participation Note
RU095467393=	ACC:AA CFADJ:NO CLDR:EMU_FI DATED:22OCT2013 DMC:F EMC:S FRCD:22APR2014 FRQ:2 ISSUE:22OCT2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:AA EY:2 LLP:AA RATEFRQ:FRQ RATETYPE:ACT RM:YTA	BSPBF 10.750 04/22/19	100000000	BSPB FINANCE PLC	BANK SANKT-PETERBURG OAO	10.75	10/22/2013	4/22/2019	USD	BSPB Finance	N	N	N	N	Y	BSPBF		RU	IE	XS0954673934	BSPBF	Subordinated Unsecured	Finance	Finance	Loan Participation Note
RU087910555=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:01FEB2013 DMC:F EMC:S FRCD:01AUG2013 FRQ:2 ISSUE:01FEB2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	CBOMF  7.700 02/01/18	500000000	CBOM FINANCE PLC	MOSKOVSKII KREDITNYI BANK OAO	7.7	2/1/2013	2/1/2018	USD	Cbom Finance	N	N	N	N	Y	CBOMF		RU	IE	XS0879105558	CBOMF	Senior Unsecured	Finance	Finance	Loan Participation Note
RU092407845=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:13MAY2013 DMC:F EMC:S FRCD:13NOV2013 FRQ:2 ISSUE:13MAY2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	CBOMF  8.700 11/13/18	500000000	CBOM FINANCE PLC	MOSKOVSKII KREDITNYI BANK OAO	8.7	5/13/2013	11/13/2018	USD	Cbom Finance	N	N	N	N	Y	CBOMF		RU	IE	XS0924078453	CBOMF	Senior Subordinated Unsecured	Finance	Finance	Loan Participation Note
RU085476335=	ACC:E0 CFADJ:NO CLDR:EMU_FI DATED:15NOV2012 DMC:F EMC:S FRCD:15MAY2013 FRQ:2 ISSUE:15NOV2012 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:E0 EY:2 LLP:E0 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	CEBCP  8.500 11/15/19	250000000	CEB CAPITAL SA	KREDIT YEVROPA BANK ZAO	8.5	11/15/2012	11/15/2019	USD	CEB Capital	N	N	N	N	Y	CEBCP		RU	LU	XS0854763355	CEBCP	Senior Secured	Finance	Finance	Loan Participation Note
DE062075988=	ACC:A0 CFADJ:NO CLDR:EMU_FI DATED:29APR2011 DMC:F EMC:L FRCD:31JUL2011 FRQ:4 ISSUE:27APR2011 LRCD:31JAN2021 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:A0 EY:4 LLP:A0 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	DBKG   3.000 04/29/21	800000000	DEUTSCHE BANK LUXEMBOURG SA	NK ROSNEFT' OAO	3	4/27/2011	4/29/2021	USD	Deutsche Bk Lux	N	N	N	N	Y	DBKG	2	RU	LU	XS0620759885	DBKG	Unsecured	Banking	Banking	Loan Participation Note
DE062076011=	ACC:A0 CFADJ:NO CLDR:EMU_FI DATED:29APR2011 DMC:F EMC:L FRCD:31JUL2011 FRQ:4 ISSUE:27APR2011 LRCD:31JAN2021 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:A0 EY:4 LLP:A0 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	DBKG   3.000 04/29/21	1600000000	DEUTSCHE BANK LUXEMBOURG SA	NK ROSNEFT' OAO	3	4/27/2011	4/29/2021	USD	Deutsche Bk Lux	N	N	N	N	Y	DBKG	1	RU	LU	XS0620760115	DBKG	Unsecured	Banking	Banking	Loan Participation Note
IE099584556=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:25NOV2013 DMC:F EMC:S FRCD:26MAY2014 FRQ:2 ISSUE:25NOV2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	DMAIR  6.000 11/26/18	300000000	DME AIRPORT LTD	MEZHDUNARODNYI AEROPORT DOMODEDOVO ZAO	6	11/25/2013	11/26/2018	USD	DME Airport	N	N	N	N	Y	DMAIR		RU	IE	XS0995845566	DMAIR	Unsecured	Finance	Finance	Note
XS083702001=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:05OCT2012 DMC:F EMC:S FRCD:05APR2013 FRQ:2 ISSUE:05OCT2012 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EUDBK  8.000 10/05/17 MTN	5000000000	EVRAZIISKII BANK RAZVITIIA		8	10/5/2012	10/5/2017	RUB	EBR	N	N	N	N	Y	EUDBK	4		KZ	XS0837020014	RUGV	Senior Unsecured	Banking	Banking	Note
XS097264511=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:26SEP2013 DMC:F EMC:S FRCD:26MAR2014 FRQ:2 ISSUE:26SEP2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EUDBK  5.000 09/26/20 MTN	500000000	EVRAZIISKII BANK RAZVITIIA		5	9/26/2013	9/26/2020	USD	EBR	N	N	N	N	Y	EUDBK			KZ	XS0972645112	RUGV	Unsecured	Banking	Banking	Note
KZS083157143=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:20SEP2012 DMC:F EMC:S FRCD:20MAR2013 FRQ:2 ISSUE:20SEP2012 NOTIONAL:1 PX:C PXRND:1E-6:NEAR REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EUDBK  4.767 09/20/22 MTN	500000000	EVRAZIISKII BANK RAZVITIIA		4.767	9/20/2012	9/20/2022	USD	EBR	N	N	N	N	Y	EUDBK			KZ	XS0831571434	RUGV	Senior Unsecured	Banking	Banking	Note
RU091860449=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:17APR2013 DMC:F EMC:S FRCD:17OCT2013 FRQ:2 ISSUE:17APR2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EDCLX  4.875 04/17/20	600000000	EDC FINANCE LTD	BUROVAYA KOMPANIYA YEVRAZIYA OOO	4.875	4/17/2013	4/17/2020	USD	EDC Finc	N	N	N	N	Y	EDCLX		RU	IE	XS0918604496	EDCLX	Senior Unsecured	Finance	Finance	Loan Participation Note
RU091054019=	ACC:E0 CFADJ:NO CLDR:EMU_FI DMC:F EMC:S FRQ:1 ISSUE:28MAR2013 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:E0 EY:1 LLP:E0 RATEFRQ:1 RATETYPE:ACT RM:YTA	TCSX         03/26/14	50000000	TCS GROUP HOLDING PLC	TIN'KOFF KREDITNYE SISTEMY BANK ZAO	0	3/28/2013	3/26/2014	USD	TCS Grp Hld	N	N	N	N	N	TCSX		RU	CY	XS0910540193	TADEC	Unsecured	Finance	Finance	Commercial Paper
RU045489736=	ACC:00 CFADJ:NO CLDR:USA_FI DATED:29SEP2009 DMC:F EMC:S FRCD:29MAR2010 FRQ:2 ISSUE:29SEP2009 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EUDBK  7.375 09/29/14 MTN	500000000	EVRAZIISKII BANK RAZVITIIA		7.375	9/29/2009	9/29/2014	USD	EBR	N	N	N	N	Y	EUDBK	2		KZ	XS0454897363	RUGV	Senior Unsecured	Banking	Banking	Note
RU098102817=	ACC:00 CALL:19APR2019:1 CFADJ:NO CLDR:EMU_FI DATED:17OCT2013 DMC:F EMC:S FRCD:19APR2014 FRQ:2 ISSUE:17OCT2013 NOTC:30 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	ERCAP 10.500 04/19/21 '19 MTN	200000000	EURASIA CAPITAL SA	HOME CREDIT AND FINANCE BANK OOO	10.5	10/17/2013	4/19/2021	USD	Eurasia Capital	Y	N	N	N	N	ERCAP		RU	LU	XS0981028177	ERCAP	Senior Subordinated Unsecured	Finance	Finance	Note
RU086358328=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:12DEC2012 DMC:F EMC:S FRCD:12JUN2013 FRQ:2 ISSUE:12DEC2012 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	ECGLO  5.125 12/12/17	750000000	EUROCHEM GLOBAL INVESTMENTS LTD	MKKH YEVROKHIM OAO	5.125	12/12/2012	12/12/2017	USD	Eurochem Global	N	N	N	N	Y	ECGLO		RU	IE	XS0863583281	ECGLO	Unsecured	Finance	Finance	Note
RU023498715=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:10NOV2005 DMC:F EMC:S FRCD:10MAY2006 FRQ:2 ISSUE:10NOV2005 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EVRE   8.250 11/10/15	750000000	EVRAZ GROUP SA	TORGOVAYA KOMPANIYA YEVRAZHOLDING OOO	8.25	11/10/2005	11/10/2015	USD	Evraz Group	N	N	N	N	Y	EVRE		RU	LU	XS0234987153	LNBRK	Senior Unsecured	Steel-Iron	Steel-Iron	Note
RU065291355=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:24APR2012 DMC:F EMC:S FRCD:24OCT2012 FRQ:2 ISSUE:24APR2012 NOTIONAL:1 PX:C PXRND:1E-6:NEAR REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EVRE   7.400 04/24/17	600000000	EVRAZ GROUP SA	TORGOVAYA KOMPANIYA YEVRAZHOLDING OOO	7.4	4/24/2012	4/24/2017	USD	Evraz Group	N	N	N	N	Y	EVRE		RU	LU	XS0652913558	LNBRK	Senior Unsecured	Steel-Iron	Steel-Iron	Note
RU035938133=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:24APR2008 DMC:F EMC:S FRCD:24OCT2008 FRQ:2 ISSUE:24APR2008 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EVRE   9.500 04/24/18	550000000	EVRAZ GROUP SA	TORGOVAYA KOMPANIYA YEVRAZHOLDING OOO	9.5	4/24/2008	4/24/2018	USD	Evraz Group	N	N	N	N	Y	EVRE		RU	LU	XS0359381331	LNBRK	Senior Unsecured	Steel-Iron	Steel-Iron	Loan Participation Note
RU061890521=	ACC:00 CFADJ:NO CLDR:EMU_FI DATED:27APR2011 DMC:F EMC:S FRCD:27OCT2011 FRQ:2 ISSUE:27APR2011 NOTIONAL:1 PX:C PXRND:1E-5:DOWN REFDATE:MATURITY RP:1 SETTLE:3WD XD:NO 	CLDRADJ:NO DCB:00 EY:2 LLP:00 RATEFRQ:FRQ RATETYPE:ACT RM:YTA	EVRE   6.750 04/27/18	850000000	EVRAZ GROUP SA	TORGOVAYA KOMPANIYA YEVRAZHOLDING OOO	6.75	4/27/2011	4/27/2018	USD	Evraz Group	N	N	N	N	Y	EVRE		RU	LU	XS0618905219	LNBRK	Senior Unsecured	Steel-Iron	Steel-Iron	Note
